affiliate,local,aff_state,aff_council,aff_local,aff_chapter,aff_name,Industry,Jurisdiction,Employer,Function,single_ocptn,Org_type
C40,1756,WI,40,1756,B,Waupaca Public Works Recreation And Maintenance Departments,Public Administration,City,Department,Public Works,Blue Collar,Public
C40,1112,WI,40,1112,,Waupin School District Custodial And Maintenance,K-12 Schools,City,School District,Custodial And Maintenance,Blue Collar,Public
C40,1112,WI,40,1112,B,Waupun School District Clerical,K-12 Schools,City,School District,Clerical/Admin,Clerical Employees,Public
C40,1112,WI,40,1112,,Waupun School District Food Service,K-12 Schools,City,School District,Food Services,Cafeteria Workers,Public
C40,1287,WI,40,1287,,Wausau Department Of Public Works Water Wastewater Utilities Electrical Department,Utilities & Infrastructure,City,Department,Public Works,Multiple,Public
L4,533,OH,,4,533,Wauseon Exempted Village Schools,K-12 Schools,City,School District,Transport,Bus Drivers,Public
C40,1824,WI,40,1824,,Waushara County Correctional Employees,Corrections,County,Incarceration Facility,Adult Detention,Multiple,Public
C40,1824,WI,40,1824,,Waushara County Courthouse,Courts,County,County Court,Adult Detention,Multiple,Public
C40,1824,WI,40,1824,,Waushara County Deputies Sheriff,Law Enforcement,County,County Government,Security & Public Safety,Multiple,Public
C40,1824,WI,40,1824,,Waushara County Human Services,Human Services,County,County Government,Social Services,Multiple,Public
C48,1561,WI,48,1561,,Wauwatosa School Board,K-12 Schools,City,School Board,Knowledge Enrichment,Multiple,Public
C48,305,WI,48,305,,Wauwautosa City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C37,374,NY,37,374,,Wave Hill Incorporated,Environmental Stewardship,Single Entity,Zoological,Parks & Rec,Multiple,Private Or Indp Entity
C61,3861,IA,61,3861,,Des Moines Water Works,Utilities & Infrastructure,Regional,City Government,Water Treatment,Water And Sewer Workers,Public
L4,421,OH,,4,421,Waverly City School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C93,335,MA,93,335,L,Wayland Town,Public Administration,Town,Town,Daily Operations,Multiple,Public
C82,9750,NY,82,9750,,Wayland Village Police,Law Enforcement,Village,Village,Security & Public Safety,Multiple,Public
L1000,851,NY,,1000,851,Wayland-Cohocton Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,851,NY,,1000,851,Wayland-Cohocton Transportation Custodial,K-12 Schools,City,School District,Daily Operations,Multiple,Public
C25,1640,MI,25,1640,36,Wayne Center Inc.,Health Care,Single Entity,Health Center,Mental Health,Multiple,Private Or Indp Entity
L1000,859,NY,,1000,859,Wayne Central School Board Non Instruional Employees,K-12 Schools,City,School District,Daily Operations,Multiple,Public
C25,1882,MI,25,1882,,Wayne City 29Th District Court,Courts,District,Courthouse,Adult Detention,Clerical Employees,Public
C25,290,MI,25,290,14,Wayne City Public Works And Recreation,Public Administration,City,City Government,Daily Operations,Blue Collar,Public
C25,25,MI,25,25,,Wayne County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C25,101,MI,25,101,,Wayne County,Utilities & Infrastructure,County,County Government,Public Works,Highway Employees,Public
C25,409,MI,25,409,,Wayne County,Utilities & Infrastructure,County,County Government,Public Works,Multiple,Public
C25,1659,MI,25,1659,,Wayne County,Utilities & Infrastructure,County,County Government,Public Works,Multiple,Public
L1000,859,NY,,1000,859,Wayne County,Public Administration,County,County Government,Daily Operations,Multiple,Public
C25,953,MI,25,953,,Wayne County Airport Authority,Transportation,Regional,Airport,Daily Operations,Multiple,Private Or Indp Entity
C25,1862,MI,25,1862,,Wayne County Airport Authority,Transportation,County,Airport,Transport,Multiple,Private Or Indp Entity
C25,2057,MI,25,2057,,Wayne County Airport Authority,Transportation,County,Airport,Transport,Multiple,Private Or Indp Entity
C25,2926,MI,25,2926,,Wayne County Airport Authority,Transportation,County,Airport,Transport,Multiple,Private Or Indp Entity
C25,3317,MI,25,3317,2,Wayne County Airport Authority Law Enforcement Supervisors,Transportation,County,Airport,Security & Public Safety,Supervisors,Private Or Indp Entity
C87,2683,PA,87,2683,A1,Wayne County Court Appointed,Courts,County,County Court,Adult Detention,Multiple,Public
C87,2683,PA,87,2683,A2,Wayne County Court Related,Courts,County,County Court,Adult Detention,Multiple,Public
C25,25,MI,25,25,12,Wayne County Hearing And Vision Technicians,Human Services,County,County Government,Special Education/Needs,Professional,Public
C87,1710,PA,87,1710,A,Wayne County Prison Correctional Officers,Corrections,County,Incarceration Facility,Adult Detention,Officers,Public
C25,1659,MI,25,1659,13,Wayne County Probate Court,Courts,County,Probate Court,Adult Detention,Multiple,Public
C25,1882,MI,25,1882,11,Wayne County Regional Educational Service Agency,Public Administration,Regional,County Government,Knowledge Enrichment,Blue Collar,Public
C87,1710,PA,87,1710,B,Wayne County Sergeants,Corrections,County,Incarceration Facility,Adult Detention,Sergeants,Public
C25,3317,MI,25,3317,1,"Wayne County Sergeants, Lieutentants And Captains",Law Enforcement,County,County Government,Security & Public Safety,Supervisors,Public
C82,2495,NY,82,2495,,Wayne County Sheriff,Law Enforcement,County,County Government,Security & Public Safety,Multiple,Public
L1000,859,NY,,1000,859,Wayne County Supervisors,Public Administration,County,County Government,Professional,Supervisors,Public
C25,1497,MI,25,1497,,Wayne State University,Higher Education,State,University,Daily Operations,Blue Collar,Public
C52,2274,NJ,52,2274,,Wayne Township Blue Collar,Utilities & Infrastructure,Township,Township,Public Works,Blue Collar,Public
C52,2192,NJ,52,2192,,Wayne Township White Collar,Public Administration,Township,Township,Professional,Multiple,Public
L4,117,OH,,4,117,Wayne/Medina Community Action Bus Drivers,Transportation,Regional,Non-Profit,Transport,Bus Drivers,Public
L4,599,OH,,4,599,Waynesfield-Goshen Local School District,K-12 Schools,City,School District,Daily Operations,Blue Collar,Public
C5,224,MN,5,224,,Wayzata City Public Works,Utilities & Infrastructure,City,City Government,Public Works,Blue Collar,Public
L1000,817,NY,,1000,817,"Wead Library, The Malone Cenral School District Public Library",Library,City,School District,Knowledge Enrichment,Librarians,Public
C93,1801,NH,93,1801,,Weare City Department Of Public Works,Utilities & Infrastructure,City,Department,Public Works,Blue Collar,Public
C93,3657,NH,93,3657,,Weare Police Department,Law Enforcement,City,Department,Security & Public Safety,Multiple,Public
L1199,PATCO,VA,,1199,PATCO,Weather One Service Llc Richmond,Transportation,Regional,Business,Meteorological/Air Traffic,Professional,Private Or Indp Entity
L1199,PATCO,GA,,1199,PATCO,Weather One Service Llc Savannah,Transportation,Regional,Business,Meteorological/Air Traffic,Professional,Private Or Indp Entity
L1199,PATCO,KY,,1199,PATCO,Weather One Services Llc Cincinnati/Covington,Transportation,Regional,Business,Meteorological/Air Traffic,Professional,Private Or Indp Entity
L1199,PATCO,KY,,1199,PATCO,Weather One Services Llc Louisville,Transportation,Regional,Business,Meteorological/Air Traffic,Professional,Private Or Indp Entity
L1199,PATCO,TN,,1199,PATCO,Weather One Services Llc Nashville,Transportation,Regional,Business,Meteorological/Air Traffic,Professional,Private Or Indp Entity
L1199,PATCO,PA,,1199,PATCO,Weather One Services Llc Philadelphia Airport,Transportation,Regional,Business,Meteorological/Air Traffic,Professional,Private Or Indp Entity
L4,722,OH,,4,722,Weathersfield Board Of Education,K-12 Schools,City,Board Of Education,Daily Operations,Blue Collar,Public
L11,,OH,,11,,Weathersfield Township Highway Department,Utilities & Infrastructure,Township,Department,Public Works,Highway Employees,Public
L1000,822,NY,,1000,822,Webb School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,822,NY,,1000,822,Webb Town Blue Collar,Public Administration,Town,Town,Daily Operations,Blue Collar,Public
C61,3861,IA,61,3861,,Johnston City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C93,1709,MA,93,1709,,Webster School Committee Custodians,K-12 Schools,City,School Committee,Buildings And Grounds,Custodians,Public
L1000,828,NY,,1000,828,Webster Town Highway And Sewer,Utilities & Infrastructure,Town,Town,Public Works,Blue Collar,Public
L1000,828,NY,,1000,828,Webster Town Unit 7411,Utilities & Infrastructure,Town,Town,Public Works,Multiple,Public
L1000,828,NY,,1000,828,Webster Town White Collar,Public Administration,Town,Town,Professional,Professional,Public
L1000,867,NY,,1000,867,Webutuck Central School District Unit 6664,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,806,NY,,1000,806,Weedsport Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C93,335,MA,93,335,A,Wellesley School Committee,K-12 Schools,City,School Committee,Knowledge Enrichment,Multiple,Public
C93,335,MA,93,335,,Wellesley Town Clerical Employees,Public Administration,Town,Town,Clerical/Admin,Clerical Employees,Public
C93,335,MA,93,335,,Wellesley Town Municipal Light Plant,Utilities & Infrastructure,Municipality,Town,Electric,Blue Collar,Public
C93,335,MA,93,335,,Wellesley Town Production Unit,Utilities & Infrastructure,Town,Town,Public Works,Blue Collar,Public
C93,335,MA,93,335,,Wellesley Town Supervisory Unit,Public Administration,Town,Town,Professional,Supervisors,Public
C31,9960,IL,31,9960,,"Wells Center, Inc.",Health Care,Single Entity,Health Center,Rehabilitation,Multiple,Private Or Indp Entity
C65,3953,MN,65,3953,,Wells City,Public Administration,City,City Government,Professional,Supervisors,Public
L11,,OH,,11,,Wellston City,Public Administration,City,City Government,Daily Operations,Multiple,Public
L4,557,OH,,4,557,Wellston City School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,802,NY,,1000,802,Wellsville Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L1000,,NY,,1000,,Wellsville Central Schools,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
L4,707,OH,,4,707,Wellsville Local Board Of Education,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Multiple,Public
C66,2574,NY,66,2574,A & B,Wellsville Village Department Of Public Works,Utilities & Infrastructure,Village,Department,Public Works,Multiple,Public
C66,2574,NY,66,2574,C,"Wellsville Village Police Officers, Dispatchers, Communications Technicians",Law Enforcement,Village,Village,Security & Public Safety,Dispatchers,Public
C2,846,WA,2,846,W,Wenatchee City,Public Administration,City,City Government,Daily Operations,Multiple,Public
C2,846,WA,2,846,FSM,Wenatchee School District #246 Food Service Managers,K-12 Schools,City,School District,Food Services,Supervisors,Public
C2,846,WA,2,846,FSW,Wenatchee School District #246 Non-Supervisory Food Service,K-12 Schools,City,School District,Food Services,Cafeteria Workers,Public
C93,2905,MA,93,2905,,Wenham Town,Public Administration,Town,Town,Daily Operations,Multiple,Public
C962,531,IN,962,531,,Wesley Manor Inc.,Home Care,Single Entity,Retirement Home,Health,Multiple,Private Or Indp Entity
C48,80,WI,48,80,,West Allis City,Transportation,City,City Government,Daily Operations,Blue Collar,Public
C48,80,WI,48,80,,West Allis City Clerical Unit,Public Administration,City,City Government,Clerical/Admin,Clerical Employees,Public
C48,80,WI,48,80,,West Allis-West. Milwaukee Et. Al. School District Recreation Full Time Employees,K-12 Schools,City,School District,Knowledge Enrichment,Recreation Workers,Public
C48,80,WI,48,80,,West Allis-West. Milwaukee Et. Al. School District Secretaries,K-12 Schools,City,School District,Clerical/Admin,Secretaries,Public
L1000,870,NY,,1000,870,West Babylon Union Free School District Chief And Head Custodians Unit,K-12 Schools,City,School District,Custodial And Maintenance,Supervisors,Public
L1000,870,NY,,1000,870,West Babylon Union Free School District Non Teaching Unit,K-12 Schools,City,School District,Daily Operations,Multiple,Public
L1000,870,NY,,1000,870,West Babylon Union Free School District Para Professional Unit,K-12 Schools,City,School District,Knowledge Enrichment,Paraprofessionals,Public
C93,1700,MA,93,1700,,West Bridgewater Town Department Of Public Works,Public Administration,Town,Department,Public Works,Water And Sewer Workers,Public
L1000,822,NY,,1000,822,West Canada Valley Central School District,K-12 Schools,City,School District,Knowledge Enrichment,Multiple,Public
C65,210,MN,65,210,,West Central Area Schools Independent School District #2342,K-12 Schools,City,School District,Clerical/Admin,Multiple,Public
C88,2304,PA,88,2304,,West Chester Borough,Public Administration,Borough,Borough,Daily Operations,Multiple,Public
C8,3975,OH,8,3975,,West Chester Township,Utilities & Infrastructure,Township,Township,Public Works,Blue Collar,Public
C61,3861,IA,61,3861,,Warren County Secondary Roads,Utilities & Infrastructure,County,County Government,Public Works,Highway Employees,Public
C61,3861,IA,61,3861,,West Des Moines Water Works,Utilities & Infrastructure,City,City Government,Water Treatment,Water And Sewer Workers,Public
C61,3861,IA,61,3861,,West Des Monies,Public Administration,City,City Government,Daily Operations,Multiple,Public
C75,3742,OR,75,3742,2,West Extension Irrigation District,Utilities & Infrastructure,Regional,Water District,Water Treatment,Water And Sewer Workers,Public
L4,255,OH,,4,255,West Geauga Local Board Of Education,K-12 Schools,City,Board Of Education,Knowledge Enrichment,Multiple,Public
C4,818,CT,4,818,51,West Hartford Board Of Education Cafeteria Managers,K-12 Schools,City,Board Of Education,Food Services,Supervisors,Public
